day,wake_time_min,sleep_start_min,screen_after_wake_min,prep_min,commute_min,arrival_time_min,late
Wed,570,108,8.3,6.0,20.6,610.7,1
Wed,570,99,0.0,21.8,31.0,615.3,1
Tue,366,131,9.8,8.5,4.0,373.9,0
Tue,349,1358,14.2,16.5,7.4,389.8,0
Fri,270,1216,9.2,37.1,23.7,341.2,0
Fri,346,125,6.4,28.8,44.7,411.4,0
Thu,419,43,9.9,28.4,9.9,475.8,1
Fri,282,40,2.6,42.7,36.9,363.9,0
Mon,403,1385,1.4,33.5,13.8,460.3,0
Mon,454,116,12.4,37.5,75.2,580.2,1
Wed,348,8,40.3,22.8,49.6,459.0,0
Mon,410,57,41.1,28.3,74.3,538.8,1
Mon,460,32,3.8,16.2,90.9,577.6,1
Wed,543,61,5.5,21.1,47.0,620.3,1
Thu,561,1430,4.7,13.2,17.7,597.6,1
Fri,457,69,2.8,28.1,64.5,549.3,1
Wed,508,1429,6.3,25.0,5.7,544.7,1
Tue,570,88,0.0,14.4,5.6,588.2,1
Mon,270,1214,5.1,51.6,12.4,344.7,0
Thu,320,1427,5.4,25.9,84.5,439.5,1
Tue,341,1311,31.9,17.9,3.9,386.5,0
Mon,305,1374,27.6,26.9,18.2,366.0,0
Thu,270,1211,12.8,24.6,2.9,305.5,0
Mon,570,168,2.2,12.6,17.3,604.7,1
Thu,570,91,1.8,24.0,88.3,688.8,1
Wed,396,111,28.2,13.3,19.7,448.7,0
Tue,570,79,0.4,20.8,39.0,633.7,1
Mon,464,1327,5.9,26.0,13.4,492.5,1
Tue,426,90,2.7,27.4,75.7,541.1,1
Tue,484,75,4.1,27.9,6.4,517.0,1
Tue,351,1391,31.1,42.7,15.2,426.6,0
Thu,485,92,2.2,23.1,25.5,528.2,1
Fri,270,1242,2.9,38.6,22.3,333.4,0
Tue,270,1355,9.4,22.2,48.9,338.6,0
Tue,330,1400,0.0,24.6,18.6,378.6,0
Mon,270,1310,0.0,26.8,15.4,322.1,0
Thu,570,80,1.4,24.9,13.7,619.0,1
Thu,338,59,24.7,32.1,27.0,411.7,0
Fri,270,1358,1.5,29.8,8.9,309.8,0
Fri,386,155,15.6,32.2,53.1,479.2,0
Fri,270,1382,4.4,30.1,45.1,366.6,0
Fri,270,1231,77.0,42.2,16.7,373.6,0
Mon,557,145,0.4,7.4,18.2,577.1,1
Thu,512,69,4.7,18.3,17.1,550.8,1
Tue,412,69,46.0,25.9,35.5,504.9,1
Fri,570,112,9.2,21.7,46.1,652.2,1
Wed,384,67,3.5,21.0,2.1,414.5,0
Tue,321,45,11.6,34.9,6.7,354.7,0
Fri,570,86,9.8,31.9,12.0,610.0,1
Wed,368,1338,5.6,10.4,0.6,379.9,0
Tue,555,8,0.0,9.6,0.0,553.0,1
Mon,524,104,9.2,19.2,9.6,551.8,1
Mon,570,112,0.8,24.4,18.3,597.0,1
Tue,502,45,0.0,14.7,6.3,532.0,1
Tue,270,1396,2.6,35.8,28.1,339.9,0
Fri,383,1401,22.2,29.2,36.2,451.6,0
Fri,482,27,0.0,11.8,28.8,523.6,1
Tue,296,8,27.8,19.6,18.9,356.8,0
Tue,489,1330,2.7,25.0,89.7,602.2,1
Fri,310,61,103.9,31.9,39.2,427.5,0
Mon,403,1400,1.7,34.2,2.2,445.8,0
Wed,417,67,4.5,23.0,27.5,462.9,0
Mon,311,1429,0.0,32.1,70.8,418.3,0
Mon,424,1393,2.6,27.6,7.8,475.7,0
Thu,308,1239,51.4,18.0,5.6,367.5,0
Tue,270,1239,23.3,35.3,0.0,320.2,0
Tue,270,1266,4.3,25.7,27.0,337.1,0
Tue,305,1378,0.0,36.8,9.0,348.4,0
Wed,497,93,6.8,14.5,40.4,540.5,1
Thu,275,1288,21.9,39.3,40.6,367.6,0
Fri,317,1438,0.0,40.0,23.5,401.3,0
Mon,270,1234,27.5,44.5,10.5,339.1,0
Mon,570,144,3.1,25.5,35.9,629.6,1
Mon,270,1261,2.2,57.4,53.6,381.4,0
Fri,398,62,15.4,36.6,10.4,451.8,0
Wed,326,58,7.2,43.2,38.4,412.7,0
Tue,570,147,0.5,20.8,24.0,620.5,1
Wed,322,50,4.1,37.7,25.2,388.8,0
Wed,475,1372,1.4,17.1,0.4,489.0,1
Mon,270,1433,22.3,11.6,10.6,299.7,0
Wed,558,10,4.3,23.1,3.5,591.2,1
Mon,514,148,5.2,22.8,12.6,572.2,1
Mon,314,40,5.3,32.9,64.1,442.4,0
Tue,535,85,1.8,26.4,52.8,602.7,1
Fri,515,146,4.2,20.8,45.0,576.3,1
Mon,442,126,36.4,19.8,26.0,514.2,1
Thu,570,115,2.9,15.5,16.4,593.5,1
Wed,396,1269,27.4,29.0,16.4,459.0,0
Mon,450,74,26.2,28.8,87.8,575.7,1
Fri,481,165,9.5,20.0,1.9,496.2,0
Fri,270,1261,1.7,34.8,5.0,306.6,0
Fri,536,154,0.0,11.5,38.1,591.2,1
Fri,417,19,2.5,16.0,10.9,444.7,0
Fri,270,1223,9.5,34.0,17.9,328.7,0
Thu,270,1395,109.2,18.2,52.3,398.8,0
Tue,408,1405,0.0,28.4,25.6,461.0,0
Mon,570,12,1.1,26.4,46.4,627.1,1
Thu,357,15,0.2,33.5,0.0,402.0,0
Thu,570,74,4.1,11.0,9.0,586.6,1
Wed,348,42,5.9,36.8,7.5,411.1,0
Thu,331,120,2.7,29.0,66.1,424.5,0
Tue,570,136,1.9,6.1,38.3,611.5,1
Mon,570,108,5.3,17.2,0.0,587.2,1
Mon,534,1427,14.0,24.9,8.3,566.3,1
Fri,570,87,6.3,36.4,1.9,627.3,1
Mon,570,47,0.2,6.4,0.0,585.1,1
Wed,570,163,5.2,11.0,6.6,597.4,1
Tue,372,1361,4.2,37.1,5.5,418.3,0
Wed,270,1356,0.0,37.2,54.8,360.7,0
Wed,376,20,15.3,37.3,21.7,442.3,0
Wed,270,1289,2.7,28.0,37.7,339.2,0
Fri,270,1233,17.5,31.4,6.7,333.1,0
Wed,352,138,33.6,36.8,46.0,455.7,0
Tue,570,60,0.0,24.4,33.7,629.2,1
Thu,375,105,0.0,28.0,0.0,411.4,0
Wed,570,86,7.2,24.0,25.5,634.6,1
Thu,270,1235,6.0,32.1,70.9,371.0,0
Tue,556,126,3.8,11.1,10.5,577.6,1
Wed,416,166,10.4,49.9,25.8,498.4,1
Wed,473,1359,1.1,6.0,25.5,508.6,1
Mon,456,149,4.0,23.8,57.4,547.0,1
Tue,270,1187,5.9,21.8,33.9,334.5,0
Mon,270,1230,35.3,33.4,19.0,340.8,0
Fri,570,166,5.7,16.1,57.0,646.3,1
Mon,270,1194,5.1,44.8,12.1,325.8,0
Wed,343,1269,30.6,40.1,6.0,405.0,0
Thu,280,94,35.0,12.4,22.6,345.9,0
Fri,398,26,12.8,34.0,6.1,448.9,0
Fri,448,1341,61.8,38.2,50.3,573.9,1
Tue,374,1410,9.0,17.5,7.2,405.1,0
Wed,570,144,0.0,8.0,33.5,614.5,1
Mon,430,14,4.5,21.4,47.3,499.2,1
Thu,524,107,6.1,6.0,91.0,626.1,1
Tue,270,1233,3.4,40.5,14.9,317.8,0
Wed,423,49,36.2,25.5,0.0,465.3,0
Thu,496,15,1.6,25.1,1.2,518.7,1
Tue,531,72,0.0,21.5,16.1,573.3,1
Fri,423,46,0.0,40.7,81.7,554.8,1
Wed,351,1399,27.9,13.3,10.4,362.4,0
Tue,382,139,20.3,34.9,10.3,444.2,0
Wed,570,37,1.3,8.0,26.1,590.5,1
Wed,570,81,0.0,15.4,3.3,575.2,1
Tue,542,113,5.2,19.5,28.9,602.7,1
Thu,414,1372,0.0,23.9,70.2,483.0,0
Wed,367,1423,109.3,29.0,17.2,464.5,1
Fri,309,1374,15.0,36.5,3.1,342.9,0
Mon,559,44,0.3,25.7,15.7,611.3,1
Thu,350,100,0.0,19.4,40.4,412.6,0
Thu,570,123,7.7,26.9,0.4,621.9,1
Wed,546,46,2.3,11.0,26.7,569.3,1
Wed,570,123,5.1,13.1,57.9,644.3,1
Wed,486,38,0.2,17.6,13.7,525.1,1
Thu,537,64,9.6,24.7,32.3,609.4,1
Thu,270,1297,15.7,25.0,12.2,319.1,0
Thu,432,43,6.5,18.9,19.1,475.5,0
Wed,316,1394,1.1,39.3,14.8,364.5,0
Fri,398,38,4.0,19.6,3.4,414.9,0
Wed,440,16,26.8,16.3,49.8,533.7,1
Tue,270,1349,8.1,34.3,0.0,307.0,0
Mon,415,20,117.3,29.4,48.9,558.9,1
Thu,358,75,23.0,31.6,14.0,436.1,0
Mon,380,1291,23.3,25.5,17.3,432.0,0
Thu,270,64,14.2,39.6,2.3,325.6,0
Wed,454,47,0.0,29.5,5.3,485.3,1
Fri,270,1306,33.3,27.7,10.3,329.3,0
Fri,570,76,0.0,18.3,32.9,618.6,1
Mon,375,100,15.8,45.5,13.4,456.0,0
Thu,475,25,9.7,23.0,26.0,535.7,1
Fri,570,148,2.9,15.4,30.6,607.4,1
Fri,286,1281,44.3,41.2,14.9,352.5,0
Thu,351,107,14.6,28.0,15.2,396.0,0
Wed,270,1307,0.0,42.2,19.1,313.1,0
Mon,270,19,52.3,34.4,25.5,372.4,0
Wed,302,1325,5.6,45.7,50.3,417.0,0
Mon,510,99,1.3,18.5,13.2,544.7,1
Fri,451,102,11.2,22.4,15.6,494.4,1
Tue,494,93,1.7,25.6,27.3,537.4,1
Thu,570,36,3.9,16.2,7.6,601.5,1
Wed,392,137,13.5,23.2,39.0,463.1,0
Thu,286,1249,13.6,57.4,27.7,376.1,0
Fri,270,1327,19.6,43.0,24.3,360.1,0
Fri,397,116,104.0,26.6,35.1,511.3,1
Tue,537,126,0.1,11.7,27.1,564.4,1
Wed,392,44,7.9,21.2,50.2,467.9,0
Thu,570,148,9.9,19.4,47.9,649.4,1
Thu,376,93,32.0,22.2,19.2,440.1,0
Thu,536,24,3.9,13.4,6.7,559.8,1
Fri,563,41,5.4,14.5,12.8,604.8,1
Fri,270,1254,2.9,36.5,30.2,333.0,0
Tue,270,1322,5.0,39.0,20.2,333.4,0
Thu,292,1378,2.1,37.6,28.7,359.1,0
Fri,444,1433,0.0,21.0,0.2,464.0,0
Thu,396,97,2.5,17.4,45.8,463.2,0
Tue,570,64,1.8,19.4,14.2,596.6,1
Mon,516,21,13.0,22.7,45.8,587.8,1
Wed,417,1437,0.0,13.0,5.6,430.5,0
Tue,478,116,2.2,28.0,36.2,534.7,1
Wed,570,40,6.4,31.9,48.6,663.3,1
Mon,346,1309,37.5,38.8,0.0,408.1,0
Thu,270,1240,39.5,38.2,16.2,346.2,0
Wed,431,93,11.5,33.4,20.2,496.4,0
Wed,508,122,2.5,14.2,8.5,518.6,1
Wed,367,21,7.8,31.1,0.0,381.2,0
Mon,426,101,9.0,35.3,39.7,504.6,1
Fri,270,1293,40.7,29.3,0.0,322.0,0
Thu,502,129,8.3,30.7,8.4,541.6,1
Thu,539,131,0.0,6.0,32.3,583.3,1
Fri,395,37,5.7,14.6,8.2,436.4,0
Mon,362,26,7.2,40.1,37.3,446.6,0
Mon,277,37,6.6,30.9,31.9,358.2,0
Wed,518,127,2.6,16.9,11.5,558.2,1
Wed,360,1401,12.8,26.5,3.4,402.5,0
Thu,270,1217,7.5,36.7,84.2,387.4,0
Thu,290,1285,7.1,48.2,37.0,383.2,0
Fri,454,95,29.7,21.5,28.0,511.5,1
Fri,354,10,0.9,34.1,17.4,402.1,0
Tue,523,1421,0.0,22.3,2.3,542.1,1
Tue,306,1386,0.0,38.9,37.9,367.0,0
Tue,270,1305,13.4,33.5,1.5,318.5,0
Thu,270,1288,0.0,59.4,25.5,358.0,0
Thu,570,87,8.1,6.0,7.5,581.0,1
Wed,529,30,4.4,22.9,26.5,576.4,1
Wed,357,125,50.2,15.5,41.0,442.7,0
Wed,436,1369,8.3,34.0,0.0,481.4,0
Thu,458,90,1.1,37.0,42.9,537.9,1
Fri,270,1258,18.6,43.0,76.3,401.2,0
Tue,371,133,97.2,15.7,31.5,466.2,1
Fri,283,1327,13.3,27.9,30.5,355.6,0
Wed,331,28,50.9,40.4,39.4,425.6,0
Tue,566,125,2.6,6.0,48.4,629.2,1
Thu,440,57,17.4,22.8,18.6,487.3,1
Fri,570,59,3.3,7.2,59.2,626.1,1
Mon,530,50,12.8,19.4,45.1,595.8,1
Thu,436,81,5.8,22.0,47.2,500.0,1
Mon,270,1197,41.3,32.6,11.0,349.6,0
Fri,570,138,7.1,8.8,14.8,591.6,1
Thu,318,22,0.1,23.1,10.0,353.3,0
Thu,270,1245,5.7,41.3,40.7,353.2,0
Thu,570,53,0.0,6.0,43.2,635.3,1
Tue,317,1346,9.3,39.0,3.4,364.7,0
Thu,338,1416,3.2,30.5,81.4,450.0,0
Fri,270,1273,39.6,29.0,0.9,326.6,0
Tue,370,26,32.0,36.9,16.4,439.0,0
Mon,270,1216,17.0,33.1,10.7,312.7,0
Fri,570,145,1.6,15.8,10.1,595.2,1
Mon,553,154,1.5,24.6,16.4,597.4,1
Fri,523,76,0.0,10.7,28.1,578.7,1
Tue,570,148,2.1,13.4,45.9,632.0,1
Thu,485,30,1.8,32.8,12.7,536.5,1
Thu,570,95,0.6,12.1,11.2,574.5,1
Fri,365,18,6.3,30.9,2.0,401.0,0
Thu,270,1353,2.4,42.5,37.9,358.6,0
Thu,270,20,30.9,39.3,14.6,337.1,0
Wed,463,1426,4.6,19.6,8.7,487.3,1
Mon,468,29,0.0,24.2,32.0,527.3,1
Wed,443,1395,6.5,26.6,15.1,498.2,1
Tue,270,1274,23.9,33.6,7.2,311.0,0
Fri,463,74,8.3,18.7,8.8,498.4,1
Wed,570,175,0.2,17.6,2.6,583.1,1
Wed,315,1389,22.1,31.9,5.9,359.8,0
Mon,570,112,2.3,11.9,42.4,634.7,1
Mon,498,174,5.2,10.6,8.8,527.4,1
Fri,285,24,3.3,51.9,16.5,353.0,0
Wed,526,81,6.7,20.8,12.6,561.2,1
Mon,448,35,5.5,30.8,17.9,495.5,1
Tue,482,32,3.6,22.2,20.4,530.6,1
Tue,327,1320,94.3,39.7,10.6,429.6,0
Mon,348,1318,25.8,22.1,0.3,386.8,0
Wed,298,1288,26.1,42.0,90.7,429.4,0
Mon,452,118,6.6,24.5,24.1,499.2,1
Thu,457,70,0.0,25.6,21.4,495.6,1
Tue,270,1251,0.0,23.7,39.1,335.3,0
Fri,270,35,13.5,32.5,61.9,369.6,0
Wed,397,141,35.2,19.1,15.3,455.8,0
Mon,270,1435,32.3,33.2,43.6,369.0,0
Tue,270,1298,9.7,42.7,87.8,414.8,0
Wed,570,105,6.5,28.9,42.2,645.3,1
Thu,490,104,8.5,8.3,35.7,532.1,1
Wed,471,17,0.8,26.1,45.7,525.8,1
Wed,440,11,59.3,25.3,14.4,500.8,0
Wed,304,49,32.9,41.3,35.5,380.0,0
Wed,308,10,11.0,30.3,5.1,352.9,0
Thu,501,72,0.0,6.0,13.3,531.9,1
Thu,570,34,5.2,8.8,39.2,615.6,1
Fri,321,1289,3.1,43.5,8.5,378.0,0
Tue,342,1308,10.4,23.3,36.7,401.2,0
Mon,570,73,6.5,17.7,15.1,621.5,1
Fri,270,1219,19.5,25.6,15.0,314.5,0
Wed,270,1235,14.6,41.2,10.3,334.3,0
Wed,326,1297,5.5,35.7,16.0,382.2,0
Mon,331,1277,4.1,27.3,3.7,359.1,0
Fri,548,93,7.5,33.1,78.5,660.0,1
Mon,270,1323,3.8,33.9,0.0,328.3,0
Thu,326,1367,8.1,27.1,39.1,400.1,0
Fri,443,66,28.3,27.8,45.0,531.5,1
Wed,507,72,7.7,24.9,5.2,540.5,1
Tue,355,1435,30.9,23.3,25.1,405.7,0
Mon,270,1357,12.2,38.8,22.4,361.1,0
Mon,570,68,9.6,15.7,37.6,625.2,1
Tue,570,158,8.8,26.7,72.3,694.4,1
Wed,270,1245,6.5,32.3,37.3,358.4,0
Thu,482,124,0.0,18.3,4.7,516.8,1
Mon,570,117,3.1,22.3,49.6,635.3,1
Fri,466,95,0.0,30.8,32.7,515.2,1
Mon,350,1438,10.6,8.9,8.1,375.3,0
Wed,409,76,17.0,14.5,33.2,479.5,1
Thu,270,1295,8.2,21.7,53.5,345.5,0
Thu,270,1404,103.7,35.5,16.9,369.9,0
Thu,270,1421,3.9,40.0,14.8,322.0,0
Wed,353,1412,6.4,30.1,85.2,478.2,1
Fri,270,1395,13.9,30.2,42.2,352.6,0
Thu,529,1418,2.7,23.9,7.4,561.6,1
Mon,454,147,1.4,18.1,11.6,488.6,1
Tue,270,1241,18.8,24.3,50.6,330.1,0
Fri,270,1221,1.9,41.5,77.1,386.9,0
Thu,506,136,0.0,13.5,40.4,565.2,1
Thu,270,1362,45.7,46.3,13.4,363.0,0
Mon,270,1243,15.2,39.1,15.3,334.4,0
Tue,494,130,4.2,22.5,66.2,578.2,1
Tue,474,1413,6.6,34.2,46.7,562.7,1
Fri,344,22,23.7,29.9,38.8,430.0,0
Mon,270,1228,39.8,29.9,8.4,330.7,0
Thu,363,1340,14.3,30.5,43.8,444.5,0
Tue,570,67,3.1,39.0,9.4,605.9,1
Thu,445,58,103.5,14.1,60.6,590.4,1
Wed,408,1411,0.0,38.0,14.0,466.3,0
Wed,494,1350,5.3,24.1,16.5,541.2,1
Fri,523,12,3.9,13.5,24.1,570.4,1
Mon,429,111,74.2,31.5,36.4,537.2,1
Tue,367,9,40.4,50.1,14.7,440.6,0
Mon,273,39,14.0,33.1,3.9,311.9,0
Fri,452,1411,8.3,30.6,0.0,500.1,0
Mon,476,26,3.8,26.3,6.2,498.9,1
Tue,425,51,38.5,19.4,41.7,506.5,1
Mon,270,1374,11.6,28.6,44.6,347.6,0
Mon,437,158,11.3,27.6,5.7,463.6,0
Wed,314,59,0.0,20.7,51.0,377.8,0
Fri,396,76,4.1,40.9,33.7,479.9,0
Tue,281,3,12.3,24.5,16.4,327.7,0
Fri,494,3,0.9,22.6,33.2,531.9,1
Mon,557,1411,7.1,14.4,26.2,595.2,1
Thu,406,100,2.5,25.6,0.0,425.1,0
Mon,527,68,11.6,30.7,36.6,610.4,1
Fri,375,39,15.0,28.0,12.2,421.8,0
Fri,270,1232,9.0,19.7,13.7,308.7,0
Thu,528,112,5.4,24.3,8.7,556.5,1
Mon,570,112,1.6,12.4,12.1,594.6,1
Fri,451,1437,95.8,16.7,29.4,552.3,1
Fri,376,103,13.4,31.2,47.7,461.4,0
Wed,570,72,4.9,18.0,18.7,604.4,1
Thu,458,59,11.8,32.6,63.1,561.2,1
Thu,490,18,2.3,16.7,32.1,534.2,1
Mon,270,1233,14.0,22.4,10.3,311.2,0
Tue,452,40,2.7,33.3,4.0,503.2,1
Wed,528,127,1.7,6.0,50.2,580.5,1
Thu,416,97,1.3,36.9,15.1,469.4,1
Thu,553,1395,0.0,28.0,15.7,580.6,1
Wed,500,99,2.7,28.7,48.1,591.0,1
Thu,489,23,2.1,21.9,12.2,516.8,1
Thu,373,11,7.0,22.5,6.5,401.8,0
Mon,270,1219,0.3,46.3,22.9,330.6,0
Mon,508,146,5.7,6.0,25.7,549.5,1
Thu,387,1382,1.9,13.9,38.5,442.6,0
Fri,270,14,0.4,39.8,24.1,354.0,0
Mon,515,101,0.0,9.5,12.9,541.0,1
Wed,432,1272,30.8,30.1,87.4,570.7,1
Thu,420,66,3.5,26.2,30.5,481.6,1
Mon,270,1393,9.2,40.2,15.4,329.8,0
Fri,270,1261,21.7,45.2,19.2,353.6,0
Wed,439,1328,0.9,32.2,8.7,482.0,1
Mon,482,152,0.0,31.0,24.6,538.9,1
Tue,270,1230,33.0,39.1,46.6,378.8,0
Fri,553,139,6.2,6.0,7.2,566.6,1
Wed,280,1376,7.2,21.2,42.3,340.1,0
Tue,393,60,10.5,19.5,41.6,472.0,1
Wed,428,84,15.8,17.2,10.8,449.6,0
Mon,384,43,7.9,50.0,35.1,473.0,1
Mon,435,68,5.3,32.1,84.8,558.3,1
Fri,440,1253,14.5,24.2,6.8,489.3,1
Thu,337,138,12.0,34.1,42.8,414.8,0
Mon,534,110,7.4,28.3,10.4,582.5,1
Thu,527,78,7.5,15.8,0.0,543.3,1
Thu,431,44,27.3,14.0,13.6,481.6,1
Tue,528,107,5.2,24.1,3.1,560.1,1
Mon,302,46,13.1,36.8,8.7,344.9,0
Thu,404,1325,19.0,36.3,4.9,453.6,0
Mon,570,51,1.2,10.9,30.1,613.9,1
Thu,570,123,0.0,7.0,80.4,671.8,1
Mon,536,1387,0.0,11.4,46.3,598.3,1
Tue,561,17,0.7,6.0,14.3,589.0,1
Mon,270,1244,3.0,36.5,25.8,331.2,0
Fri,353,58,35.2,32.8,9.3,419.7,0
Fri,411,2,12.5,26.1,0.8,446.8,0
Tue,270,1318,12.6,38.8,21.4,339.4,0
Wed,283,0,3.0,31.5,30.1,356.4,0
Thu,427,1266,32.0,33.3,4.4,478.6,1
Fri,418,124,16.8,25.0,11.3,468.4,0
Fri,556,121,5.6,30.3,42.3,637.1,1
Wed,270,1220,7.1,16.9,0.0,290.6,0
Fri,552,75,0.0,14.6,36.1,602.8,1
Tue,535,145,7.4,12.1,41.5,589.7,1
Thu,440,1383,2.0,24.1,20.3,498.6,1
Fri,429,95,0.0,18.1,5.8,466.1,1
Fri,348,73,11.1,45.3,0.0,406.4,0
Mon,270,1231,1.0,47.5,4.8,320.4,0
Mon,477,62,0.0,6.0,23.9,500.2,1
Fri,457,35,0.6,19.6,38.0,519.1,1
Fri,270,1315,12.7,40.1,44.8,374.5,0
Mon,270,1401,14.1,35.2,39.3,348.8,0
Mon,413,63,36.3,16.7,32.0,480.1,0
Mon,562,43,0.0,20.2,36.1,623.3,1
Tue,466,21,1.8,23.2,5.0,497.6,1
Wed,570,114,0.0,7.4,3.1,570.3,1
Mon,534,96,1.2,22.0,2.4,565.5,1
Thu,322,1308,20.1,37.3,70.6,422.9,0
Thu,527,1421,0.0,7.2,21.6,561.1,1
Tue,525,108,4.2,19.5,89.5,643.6,1
Tue,383,54,5.8,23.7,11.4,416.8,0
Mon,529,123,0.0,43.0,0.0,572.0,1
Tue,270,1222,3.2,26.7,37.2,331.3,0
Thu,270,1422,0.0,32.9,23.7,334.0,0
Tue,570,94,7.1,20.1,27.0,626.7,1
Thu,570,91,0.6,18.1,32.9,623.7,1
Mon,270,1263,34.6,21.6,48.8,358.1,0
Tue,338,1384,63.6,41.2,6.8,405.6,0
Mon,481,133,1.6,26.0,7.7,511.2,1
Mon,270,1312,2.9,35.3,28.0,344.5,0
Tue,362,41,5.9,46.6,41.7,443.3,0
Fri,570,47,5.1,30.1,7.4,608.1,1
Thu,570,60,0.0,25.4,14.9,614.3,1
Thu,338,121,0.1,16.5,78.8,441.3,0
Mon,443,104,9.6,26.4,28.7,501.2,1
Wed,542,123,3.7,30.4,43.5,627.5,1
Fri,340,1306,18.4,29.6,41.7,430.0,0
Fri,270,1334,8.8,22.5,0.0,302.9,0
Mon,388,45,18.3,23.7,32.0,467.2,0
Wed,570,108,10.9,6.0,39.5,611.8,1
Wed,467,100,0.0,22.9,63.6,569.6,1
Fri,570,145,0.0,20.9,11.1,595.5,1
Fri,486,50,0.9,6.0,18.0,511.2,1
Wed,524,55,0.2,15.4,51.9,590.8,1
Fri,310,7,3.8,33.0,15.7,370.9,0
Tue,570,136,6.8,20.6,0.7,610.5,1
Fri,270,1147,14.4,52.3,37.7,358.4,0
Wed,272,1392,9.8,22.3,25.4,325.6,0
Tue,471,131,4.1,30.4,43.6,566.2,1
Mon,390,1436,30.9,16.9,25.8,463.3,1
Tue,388,1250,13.4,17.3,12.5,426.9,0
Thu,410,126,9.3,27.1,9.2,446.3,0
Wed,517,106,9.5,23.2,52.4,582.6,1
Thu,453,59,0.5,26.5,2.1,475.9,1
Wed,459,17,11.1,29.9,51.0,552.2,1
Mon,316,1432,6.0,40.8,22.3,378.1,0
Fri,523,69,1.4,15.0,7.7,538.1,1
Wed,297,1251,12.7,30.7,23.7,344.0,0
Fri,433,1279,2.0,46.1,13.5,508.3,0
Wed,448,131,26.1,25.4,7.9,489.9,1
Wed,344,14,35.4,18.7,1.0,375.6,0
Thu,314,11,0.0,24.8,55.3,392.7,0
Mon,570,129,0.0,26.5,17.7,614.2,1
Fri,479,148,7.0,37.9,31.8,556.7,1
Wed,487,79,8.7,23.3,55.1,567.5,1
Wed,364,61,6.5,24.9,12.4,405.0,0
Wed,281,10,24.8,32.7,17.8,351.5,0
Thu,415,112,2.4,8.2,14.5,418.9,0
Mon,324,88,1.9,17.1,7.5,355.7,0
Mon,270,1279,29.6,21.7,2.8,317.9,0
Thu,270,1251,41.5,33.7,1.8,336.0,0
Fri,477,1416,0.0,32.6,43.2,538.2,1
Tue,514,171,6.4,6.0,10.2,530.0,1
Thu,270,1290,24.5,30.2,8.3,327.2,0
Thu,570,94,9.3,14.8,13.5,611.0,1
Wed,306,1216,18.8,24.2,35.5,382.1,0
Thu,335,1366,16.3,18.5,0.6,370.3,0
Tue,497,61,8.2,10.8,38.5,556.3,1
Tue,314,13,40.3,40.5,25.1,393.4,0
Mon,564,89,2.5,6.0,34.4,591.7,1
Fri,382,39,41.5,41.1,2.8,447.4,0
Mon,332,38,17.7,43.8,8.4,404.1,0
Tue,363,11,14.7,15.1,21.0,400.9,0
Thu,570,60,0.0,10.9,10.1,581.4,1
Thu,438,126,8.3,40.0,7.5,495.7,1
Wed,270,1297,0.0,21.0,8.6,291.2,0
Wed,476,105,4.1,20.9,19.7,519.8,1
Tue,270,1270,25.6,39.5,30.7,345.9,0
Thu,270,1306,6.9,46.8,3.8,327.5,0
Fri,379,1365,40.6,29.0,21.6,448.3,0
Mon,493,1420,9.1,19.5,2.7,519.4,1
Tue,544,150,0.0,17.7,52.0,613.7,1
Mon,455,107,32.0,28.0,25.3,512.9,1
Tue,270,1217,24.3,37.0,14.2,344.6,0
Wed,514,49,0.0,21.8,3.9,537.6,1
Fri,445,1434,13.5,25.9,12.7,491.4,1
Wed,353,42,10.8,19.8,15.9,391.3,0
Tue,553,24,4.5,22.2,0.0,584.4,1
Mon,376,135,13.0,28.1,12.6,419.8,0
Fri,566,51,6.5,8.0,53.9,641.1,1
Fri,407,120,11.5,16.4,23.8,451.4,0
Fri,449,154,36.6,14.5,0.0,490.7,1
Tue,270,1184,10.2,35.4,0.0,305.7,0
Mon,367,1292,0.0,30.0,71.2,472.0,0
Mon,348,27,13.7,35.8,7.3,383.9,0
Thu,365,97,36.1,13.1,62.1,463.0,0
Fri,375,31,3.2,29.3,85.3,492.7,1
Fri,270,1218,28.1,23.9,16.4,305.6,0
Wed,403,115,37.1,15.0,39.8,477.3,0
Fri,307,1402,5.1,33.3,0.0,339.2,0
Tue,570,107,2.1,31.9,38.2,641.4,1
Wed,570,139,2.5,6.0,6.5,580.6,1
Fri,270,1380,1.0,36.3,10.9,316.7,0
Tue,370,1358,15.0,27.6,28.4,426.0,0
Thu,449,1421,10.7,15.1,6.4,472.9,0
Wed,467,124,6.1,19.1,20.3,500.7,1
Mon,270,1336,0.0,42.4,61.8,382.9,0
Tue,270,1226,4.6,42.1,2.5,314.3,0
Thu,270,1297,1.9,48.7,78.3,393.2,0
Fri,287,46,1.3,35.0,7.3,331.3,0
Mon,270,1267,19.2,42.2,8.2,333.9,0
Mon,435,59,5.4,18.5,13.3,460.8,0
Mon,270,1199,3.0,42.0,1.1,317.4,0
Fri,570,144,0.0,19.5,21.0,613.1,1
Tue,314,107,0.0,28.2,10.7,360.4,0
Mon,487,1354,3.3,33.0,71.5,594.9,1
Tue,570,97,4.0,6.2,27.1,608.4,1
Thu,348,118,21.4,29.6,29.7,431.6,0
Mon,465,121,2.5,24.8,13.3,518.0,1
Tue,270,1217,2.6,29.7,9.2,317.9,0
Tue,270,1314,1.4,17.8,14.0,300.7,0
